service_area,ldca_name,sdca_name,sdca_code,,Landline Numbering
GJ,JUNAGARH,VANTHALI,2872,,
GJ,JUNAGARH,KESHOD,2871,,
GJ,JUNAGARH,MALIA-HATINA,2870,,
GJ,BHAVNAGAR,BOTAD,2849,,
GJ,BHAVNAGAR,PALITANA,2848,,
GJ,BHAVNAGAR,GADHADA,2847,,
GJ,BHAVNAGAR,SIHOR,2846,,
GJ,AMRELI,SAVARKUNDLA,2845,,
GJ,BHAVNAGAR,MAHUVA,2844,,
GJ,BHAVNAGAR,GARIADHAR,2843,,
GJ,BHAVNAGAR,TALAJA,2842,,
GJ,BHAVNAGAR,VALLABHIPUR,2841,,
GJ,BHUJ,LAKHPAT,2839,,
GJ,BHUJ,MUNDRA,2838,,
GJ,BHUJ,BHACHAV,2837,,
GJ,BHUJ,ANJAR (GANDHIDHAM),2836,,
GJ,BHUJ,NAKHATRANA,2835,,
GJ,BHUJ,KUTCHMANDVI,2834,,
GJ,JAMNAGAR,KHAMBHALIA,2833,,
GJ,BHUJ,BHUJ,2832,,
GJ,BHUJ,NALIA,2831,,
GJ,BHUJ,RAHPAR,2830,,
GJ,RAJKOT,MALIYA MIYANA,2829,,
GJ,RAJKOT,WANKANER,2828,,
GJ,RAJKOT,KOTDASANGHANI,2827,,
GJ,RAJKOT,UPLETA,2826,,
GJ,RAJKOT,GONDAL,2825,,
GJ,RAJKOT,DHORAJI,2824,,
GJ,RAJKOT,JETPUR,2823,,
GJ,RAJKOT,MORVI,2822,,
GJ,RAJKOT,JASDAN,2821,,
GJ,RAJKOT,PADDHARI,2820,,
GJ,BHUJ,SUMRASAR,2808,,
GJ,BHUJ,GOGODAR,2806,,
GJ,JUNAGARH,KUTIYANA,2804,,
GJ,BHUJ,KHAVDA,2803,,
GJ,JUNAGARH,RANAVAV,2801,,
GJ,AMRELI,DHARI,2797,,
GJ,AMRELI,KUNKAWAV,2796,,
GJ,JUNAGARH,KODINAR,2795,,
GJ,AMRELI,RAJULA,2794,,
GJ,AMRELI,DAMNAGAR,2793,,
GJ,AMRELI,AMRELI,2792,,
GJ,AMRELI,BABRA,2791,,
GJ,HIMATNAGAR,BAYAD,2779,,
GJ,HIMATNAGAR,IDAR,2778,,
GJ,HIMATNAGAR,KHEDBRAHMA,2775,,
GJ,HIMATNAGAR,MODASA,2774,,
GJ,HIMATNAGAR,MALPUR,2773,,
GJ,HIMATNAGAR,HIMATNAGAR,2772,,
GJ,HIMATNAGAR,BHILODA,2771,,
GJ,HIMATNAGAR,PRANTIJ,2770,,
GJ,MEHSANA,SIDHPUR,2767,,
GJ,MEHSANA,PATAN,2766,,
GJ,MEHSANA,VISNAGAR,2765,,
GJ,MEHSANA,KALOL,2764,,
GJ,MEHSANA,VIJAPUR,2763,,
GJ,MEHSANA,MEHSANA,2762,,
GJ,MEHSANA,KHERALU,2761,,
GJ,SURENDRANAGAR,LAKHTAR,2759,,
GJ,SURENDRANAGAR,HALVAD,2758,,
GJ,SURENDRANAGAR,DASADA,2757,,
GJ,SURENDRANAGAR,MULI,2756,,
GJ,SURENDRANAGAR,SAYLA,2755,,
GJ,SURENDRANAGAR,DHRANGADHRA,2754,,
GJ,SURENDRANAGAR,LIMBDI,2753,,
GJ,SURENDRANAGAR,SURENDRANAGAR,2752,,
GJ,SURENDRANAGAR,CHOTILA,2751,,
GJ,PALANPUR,DANTA,2749,,
GJ,PALANPUR,DHANERA,2748,,
GJ,PALANPUR,THARA,2747,,
GJ,PALANPUR,RADHANPUR,2746,,
GJ,PALANPUR,DEESA,2744,,
GJ,PALANPUR,PALANPUR,2742,,
GJ,PALANPUR,VAV,2740,,
GJ,PALANPUR,VADGAM,2739,,
GJ,PALANPUR,SANTALPUR,2738,,
GJ,PALANPUR,THARAD,2737,,
GJ,PALANPUR,DEODAR,2735,,
GJ,MEHSANA,CHANASMA,2734,,
GJ,MEHSANA,HARIJ,2733,,
GJ,AHMEDABAD,BAREJA,2718,,
GJ,AHMEDABAD,SANAND,2717,,
GJ,AHMEDABAD,DEHGAM,2716,,
GJ,AHMEDABAD,VIRAMGAM,2715,,
GJ,AHMEDABAD,DHOLKA,2714,,
GJ,AHMEDABAD,DHANDHUKA,2713,,
GJ,AHMEDABAD,GANDHI NAGAR,2712,,
GJ,AHMEDABAD,BARWALA,2711,,
GJ,NADIAD,THASRA,2699,,
GJ,NADIAD,KHAMBAT,2698,,
GJ,NADIAD,RETLAD,2697,,
GJ,NADIAD,BORSAD,2696,,
GJ,NADIAD,KHEDA,2694,,
GJ,NADIAD,ANAND,2692,,
GJ,NADIAD,KAPAD WANJ,2691,,
GJ,NADIAD,BALASINOR,2690,,
GJ,GODHRA,JHALOD,2679,,
GJ,GODHRA,DEVGADHBARIA,2678,,
GJ,GODHRA,LIMKHEDA,2677,,
GJ,GODHRA,HALOL,2676,,
GJ,GODHRA,SANTRAMPUR,2675,,
GJ,GODHRA,LUNAVADA,2674,,
GJ,GODHRA,DAHOD,2673,,
GJ,GODHRA,GODHRA,2672,,
GJ,GODHRA,SHEHRA,2670,,
GJ,VADODARA,CHHOTA UDAIPUR,2669,,
GJ,VADODARA,WAGHODIA,2668,,
GJ,VADODARA,SAVLI,2667,,
GJ,VADODARA,MIYAGAM,2666,,
GJ,VADODARA,SANKHEDA,2665,,
GJ,VADODARA,PAVIJETPUR,2664,,
GJ,VADODARA,DABHOI,2663,,
GJ,VADODARA,PADRA,2662,,
GJ,VADODARA,NASWADI,2661,,
GJ,BHARUCH,DEDIAPADA,2649,,
GJ,BHARUCH,ANKLESHWAR,2646,,
GJ,BHARUCH,JHAGADIA,2645,,
GJ,BHARUCH,JAMBUSAR,2644,,
GJ,BHARUCH,VALIA,2643,,
GJ,BHARUCH,BHARUCH,2642,,
GJ,BHARUCH,AMOD,2641,,
GJ,BHARUCH,RAJPIPLA,2640,,
GJ,VALSAD,NAVSARI,2637,,
GJ,VALSAD,BILLIMORA,2634,,
GJ,VALSAD,DHARAMPUR,2633,,
GJ,VALSAD,VALSAD,2632,,
GJ,VALSAD,AHWA,2631,,
GJ,VALSAD,BANSADA,2630,,
GJ,SURAT,M.M.MANGROL,2629,,
GJ,SURAT,NIZAR,2628,,
GJ,SURAT,VYARA,2626,,
GJ,SURAT,VALOD,2625,,
GJ,SURAT,FORTSONGADH,2624,,
GJ,SURAT,MANDVI,2623,,
GJ,SURAT,BARDOLI,2622,,
GJ,SURAT,SAYAN,2621,,
MH,KOLHAPUR,BHUDARGAD (GARGOTI),2599,,
MH,NASIK,UMRANE,2598,,
MH,JALGAON,PAROLA,2597,,
MH,JALGAON,PACHORA,2596,,
MH,DHULIA,DHADGAON,2595,,
MH,NASIK,TRIMBAK,2594,,
MH,NASIK,SURGENA,2593,,
MH,NASIK,KALWAN,2592,,
MH,NASIK,MANMAD,2591,,
MH,JALGAON,CHALISGAON,2589,,
MH,JALGAON,ERANDUL,2588,,
MH,JALGAON,AMALNER,2587,,
MH,JALGAON,CHOPDA,2586,,
MH,JALGAON,YAWAL,2585,,
MH,JALGAON,RAVER,2584,,
MH,JALGAON,EDALABAD,2583,,
MH,JALGAON,BHUSAWAL,2582,,
MH,JALGAON,JAMNER,2580,,
MH,DHULIA,NAVAPUR,2569,,
MH,DHULIA,SAKRI,2568,,
MH,DHULIA,TALODA,2567,,
MH,DHULIA,SINDKHEDA,2566,,
MH,DHULIA,SHAHADA,2565,,
MH,DHULIA,NANDURBAR,2564,,
MH,DHULIA,SHIRPUR,2563,,
MH,DHULIA,DHULE,2562,,
MH,DHULIA,PIMPALNER,2561,,
MH,DHULIA,KUSUMBA,2560,,
MH,NASIK,YEOLA,2559,,
MH,NASIK,PEINT,2558,,
MH,NASIK,DINDORI,2557,,
MH,NASIK,CHANWAD,2556,,
MH,NASIK,SATANA,2555,,
MH,NASIK,MALEGAON,2554,,
MH,NASIK,IGATPURI,2553,,
MH,NASIK,NANDGAON,2552,,
MH,NASIK,SINNAR,2551,,
MH,NASIK,NIPHAD,2550,,
MH,KALYAN,MOKHADA,2529,,
MH,KALYAN,DAHANU,2528,,
MH,KALYAN,SHAHAPUR,2527,,
MH,KALYAN,WADA,2526,,
MH,KALYAN,PALGHAR,2525,,
MH,KALYAN,MURBAD,2524,,
MH,KALYAN,BHIWANDI,2522,,
MH,KALYAN,TALASARI,2521,,
MH,KALYAN,JAWAHAR,2520,,
MH,AHMEDNAGAR,KARJAT,2489,,
MH,AHMEDNAGAR,PARNER,2488,,
MH,AHMEDNAGAR,SHRIGONDA,2487,,
MH,JALNA,BHOKARDAN,2485,,
MH,JALNA,PARTUR,2484,,
MH,JALNA,AMBAD,2483,,
MH,JALNA,JALNA,2482,,
MH,JALNA,NER,2481,,
MH,OSMANABAD,BHOOM,2478,,
MH,OSMANABAD,PARANDA,2477,,
MH,OSMANABAD,OMERGA,2475,,
MH,OSMANABAD,KALLAM,2473,,
MH,OSMANABAD,OSMANABAD,2472,,
MH,OSMANABAD,TULJAPUR,2471,,
MH,NANDED,KINWAT,2469,,
MH,NANDED,HADGAON,2468,,
MH,NANDED,BHOKAR,2467,,
MH,NANDED,KANDHAR,2466,,
MH,NANDED,BILLOLI,2465,,
MH,NANDED,DEGLOOR,2463,,
MH,NANDED,NANDED,2462,,
MH,NANDED,MUKHED,2461,,
MH,NANDED,DELHI TANDA,2460,,
MH,PARBHANI,JINTDOR,2457,,
MH,PARBHANI,HINGOLI,2456,,
MH,PARBHANI,KALAMNURI,2455,,
MH,PARBHANI,BASMATNAGAR,2454,,
MH,PARBHANI,GANGAKHED,2453,,
MH,PARBHANI,PARBHANI,2452,,
MH,PARBHANI,PATHARI,2451,,
MH,BHIR,GEVRAI,2447,,
MH,BHIR,AMBEJOGAI,2446,,
MH,BHIR,KAIJ,2445,,
MH,BHIR,PATODA,2444,,
MH,BHIR,MANJALEGAON,2443,,
MH,BHIR,BHIR,2442,,
MH,BHIR,ASHTI,2441,,
MH,AURANGABAD,GOLEGAON,2439,,
MH,AURANGABAD,SOYEGAON,2438,,
MH,AURANGABAD,KHULTABAD,2437,,
MH,AURANGABAD,VIJAPUR,2436,,
MH,AURANGABAD,KANNAD,2435,,
MH,AURANGABAD,GANGAPUR,2433,,
MH,AURANGABAD,AURANGABAD,2432,,
MH,AURANGABAD,PAITHAN,2431,,
MH,AURANGABAD,SILLOD,2430,,
MH,AHMEDNAGAR,SHEVGAON,2429,,
MH,AHMEDNAGAR,PATHARDI,2428,,
MH,AHMEDNAGAR,NEWASA,2427,,
MH,AHMEDNAGAR,RAHURI,2426,,
MH,AHMEDNAGAR,SANGAMNER,2425,,
MH,AHMEDNAGAR,AKOLE,2424,,
MH,AHMEDNAGAR,KOPARAGON,2423,,
MH,AHMEDNAGAR,SHRI RAMPUR,2422,,
MH,AHMEDNAGAR,JAMKHED,2421,,
MH,LATUR,UDGIR,2385,,
MH,LATUR,NILANGA,2384,,
MH,LATUR,AUSA,2383,,
MH,LATUR,LATUR,2382,,
MH,LATUR,AHMEDPUR,2381,,
MH,SATARA,MEDHA,2378,,
MH,SATARA,PUSEGAON,2375,,
MH,SATARA,MAHASWAD,2373,,
MH,SATARA,PATAN,2372,,
MH,SATARA,WATHAR,2371,,
MH,KUDAL,KANKAVALI,2367,,
MH,KUDAL,VENGURLA,2366,,
MH,KUDAL,MALWAN,2365,,
MH,KUDAL,DEOGAD,2364,,
MH,KUDAL,SAWANTWADI,2363,,
MH,KUDAL,KUDAL,2362,,
MH,RATNAGIRI,GUHAGAR,2359,,
MH,RATNAGIRI,DAPOLI,2358,,
MH,RATNAGIRI,MALGUND,2357,,
MH,RATNAGIRI,KHED,2356,,
MH,RATNAGIRI,CHIPLUN,2355,,
MH,RATNAGIRI,SANGANESHWAR (DEORUKH),2354,,
MH,RATNAGIRI,RAJAPUR,2353,,
MH,RATNAGIRI,RATNAGIRI,2352,,
MH,RATNAGIRI,LANGA,2351,,
MH,RATNAGIRI,MADANGAD,2350,,
MH,SANGLI,VITA,2347,,
MH,SANGLI,TASGAON,2346,,
MH,SANGLI,SHIRALA,2345,,
MH,SANGLI,JATH,2344,,
MH,SANGLI,ATPADI,2343,,
MH,SANGLI,ISLAMPUR,2342,,
MH,SANGLI,KAVATHEMANKAL,2341,,
MH,KOLHAPUR,SHAHUWADI (MALAKAPUR),2329,,
MH,KOLHAPUR,PANHALA,2328,,
MH,KOLHAPUR,GADHINGLAJ,2327,,
MH,KOLHAPUR,GAGANBAVADA,2326,,
MH,KOLHAPUR,KAGAL (MURGUD),2325,,
MH,KOLHAPUR,HATKANGALE (ICHALKARANJI),2324,,
MH,KOLHAPUR,AJARA,2323,,
MH,KOLHAPUR,SHIROL (JALSINGPUR),2322,,
MH,KOLHAPUR,RADHANAGAR,2321,,
MH,KOLHAPUR,CHANDGAD,2320,,
MH,PEN,ROHA,2194,,
MH,PEN,KHOPOLI,2192,,
MH,PEN,POLADPUR,2191,,
MH,SHOLAPUR,MOHOL,2189,,
MH,SHOLAPUR,MANGALWEDHA,2188,,
MH,SHOLAPUR,SANGOLA,2187,,
MH,SHOLAPUR,PANDHARPUR,2186,,
MH,SHOLAPUR,MALSURAS,2185,,
MH,SHOLAPUR,BARSI,2184,,
MH,SHOLAPUR,MADHA,2183,,
MH,SHOLAPUR,KARMALA,2182,,
MH,SHOLAPUR,AKKALKOT,2181,,
MH,SATARA,SHIRWAL,2169,,
MH,SATARA,MAHABALESWAR,2168,,
MH,SATARA,WAI,2167,,
MH,SATARA,PHALTAN,2166,,
MH,SATARA,DHIWADI,2165,,
MH,SATARA,KARAD,2164,,
MH,SATARA,KOREGAON,2163,,
MH,SATARA,SATARA,2162,,
MH,SATARA,VADUJ,2161,,
MH,SATARA,SAKARWADI,2160,,
MH,PEN,MAHASALA,2149,,
MH,PEN,KARJAT,2148,,
MH,PEN,SHRIVARDHAN,2147,,
MH,PEN,MAHAD,2145,,
MH,PEN,MURUD,2144,,
MH,PEN,PEN,2143,,
MH,PEN,PALI,2142,,
MH,PEN,ALIBAGH,2141,,
MH,PEN,MANGAON,2140,,
MH,PUNE,PIRANGUT,2139,,
MH,PUNE,SHIRUR,2138,,
MH,PUNE,NAHAVARA,2137,,
MH,PUNE,URLIKANCHAN,2136,,
MH,PUNE,RAJGURUNAGAR,2135,,
MH,PUNE,MANCHAR,2133,,
MH,PUNE,JUNNAR,2132,,
MH,PUNE,VELHE,2130,,
MH,PUNE,KEDGAON,2119,,
MH,PUNE,WALCHANDNAGAR,2118,,
MH,PUNE,DAUND,2117,,
MH,PUNE,SASWAD,2115,,
MH,PUNE,LONAVALA,2114,,
MH,PUNE,BHOR,2113,,
MH,PUNE,BARAMATI,2112,,
MH,PUNE,INDAPUR,2111,,
JK,UDHAMPUR,MAHORE,1999,,
JK,UDHAMPUR,RAMBAN,1998,,
JK,UDHAMPUR,BEDARWAH,1997,,
JK,UDHAMPUR,DODA,1996,,
JK,UDHAMPUR,KISHTWAR,1995,,
JK,UDHAMPUR,UDHAMPUR,1992,,
JK,UDHAMPUR,REASI,1991,,
JK,UDHAMPUR,RAMNAGAR,1990,,
JK,LEH,KARGIL,1985,,
JK,LEH,ZANASKAR,1983,,
JK,LEH,LEH,1982,,
JK,LEH,NYOMA,1981,,
JK,LEH,NOBRA,1980,,
HP,HAMIRPUR,BILASPUR,1978,,
HP,HAMIRPUR,AMB,1976,,
HP,HAMIRPUR,UNA,1975,,
HP,HAMIRPUR,HAMIRPUR,1972,,
HP,KANGRA (DHARAMSALA),DEHRA GOPIPUR,1970,,
JK,RAJOURI,POONCH,1965,,
JK,RAJOURI,KALAKOT,1964,,
JK,RAJOURI,RAJOURI,1962,,
JK,RAJOURI,NOWSHERA,1960,,
JK,SRINAGAR,KARNAH,1958,,
JK,SRINAGAR,BANDIPUR,1957,,
JK,SRINAGAR,URI,1956,,
JK,SRINAGAR,KUPWARA,1955,,
JK,SRINAGAR,SOPORE,1954,,
JK,SRINAGAR,BARAMULLA,1952,,
JK,SRINAGAR,BADGAM,1951,,
JK,SRINAGAR,PAHALGAM,1936,,
JK,SRINAGAR,PULWAMA,1933,,
JK,SRINAGAR,ANANTNAG,1932,,
JK,SRINAGAR,KULGAM,1931,,
JK,JAMMU,AKHNOOR,1924,,
JK,JAMMU,SAMBA,1923,,
JK,JAMMU,KATHUA,1922,,
JK,JAMMU,BASHOLI,1921,,
HP,KULLU,UDAIPUR,1909,,
HP,MANDI,JOGINDERNAGAR,1908,,
HP,MANDI,SUNDERNAGAR,1907,,
HP,KULLU,SPITI (KAZA),1906,,
HP,MANDI,MANDI,1905,,
HP,KULLU,NIRMAND,1904,,
HP,KULLU,BANJAR,1903,,
HP,KULLU,KULLU,1902,,
HP,KULLU,LAHUL (KEYLONG),1900,,
HP,KANGRA (DHARAMSALA),CHAMBA,1899,,
HP,KANDRA (DHARAMSALA),PANGI (KILLAR),1897,,
HP,KANGRA (DHARAMSALA),CHURAH (TISSA),1896,,
HP,KANGRA (DHARAMSALA),BHARMOUR,1895,,
HP,KANGRA (DHARAMSALA),PALAMPUR,1894,,
HP,KANGRA (DHARAMSALA),NURPUR,1893,,
HP,KANGRA (DHARAMSALA),KANGRA (DHARAMSALA),1892,,
PB,ROPAR,NANGAL,1887,,
PB,HOSIARPUR,TANDA URMAR,1886,,
PB,HOSIARPUR,BALACHAUR,1885,,
PB,HOSIARPUR,GARHASHANKER,1884,,
PB,HOSIARPUR,DASUA,1883,,
PB,HOSIARPUR,HOSHIARPUR,1882,,
PB,ROPAR,ROPAR,1881,,
PB,PATHANKOT,DINANAGAR,1875,,
PB,PATHANKOT,GURDASPUR,1874,,
PB,PATHANKOT,QUADIAN,1872,,
PB,PATHANKOT,BATALA,1871,,
PB,PATHANKOT,JUGIAL,1870,,
PB,AMRITSAR,GOINDWAL,1859,,
PB,AMRITSAR,AJNALA,1858,,
PB,AMRITSAR,RAYYA,1853,,
PB,AMRITSAR,TARAN TARAN,1852,,
PB,AMRITSAR,PATTI,1851,,
PB,JALANDHAR,SULTANPUR LODHI,1828,,
PB,JALANDHAR,PHILLAUR,1826,,
PB,JALANDHAR,PHAGWARA,1824,,
PB,JALANDHAR,NAWANSHAHAR,1823,,
PB,JALANDHAR,KAPURTHALA,1822,,
PB,JALANDHAR,NAKODAR,1821,,
HP,SOLAN,RAJGARH,1799,,
HP,SOLAN,ARKI,1796,,
HP,SOLAN,NALAGARH,1795,,
HP,SOLAN,SOLAN,1792,,
HP,SHIMLA,KALPA,1786,,
HP,SHIMLA,POOH,1785,,
HP,SHIMLA,THEOG,1783,,
HP,SHIMLA,RAMPUR BUSHAHAR,1782,,
HP,SHIMLA,ROHRU,1781,,
PB,PATIALA,NABHA,1765,,
PB,PATIALA,SAMANA,1764,,
PB,PATIALA,SARHIND,1763,,
PB,PATIALA,RAJPURA,1762,,
HA,KARNAL,ASSANDH,1749,,
HA,KARNAL,GHARAUNDA,1748,,
HA,KARNAL,KAITHAL,1746,,
HA,KARNAL,NILOKHERI,1745,,
HA,KARNAL,KURUKSHETRA,1744,,
HA,KARNAL,CHEEKA,1743,,
HA,KARNAL,PEHOWA,1741,,
HA,AMBALA,CHAAHARAULI,1735,,
HA,AMBALA,NARAINGARH,1734,,
HA,AMBALA,KALKA,1733,,
HA,AMBALA,JAGADHARI,1732,,
HA,AMBALA,BARARA,1731,,
HP,SOLAN,PAONTA,1704,,
HP,SOLAN,NAHAN,1702,,
HA,HISSAR,ELLENABAD,1698,,
HA,HISSAR,RATIA,1697,,
HA,HISSAR,KALANWALI,1696,,
HA,HISSAR,BARWALA,1693,,
HA,HISSAR,TOHANA,1692,,
HA,JIND,SAFIDON,1686,,
PB,FEROZEPUR,GURUHARSAHAI,1685,,
HA,JIND,NARWANA,1684,,
HA,JIND,JULANA,1683,,
PB,FEROZEPUR,ZIRA,1682,,
HA,JIND,JIND,1681,,
PB,SANGRUR,BARNALA,1679,,
PB,SANGRUR,SUNAM,1676,,
PB,SANGRUR,MALERKOTLA,1675,,
PB,SANGRUR,SANGRUR,1672,,
HA,HISSAR,ADAMPUR MANDI,1669,,
HA,HISSAR,DABWALI,1668,,
HA,HISSAR,FATEHABAD,1667,,
HA,HISSAR,SIRSA,1666,,
HA,ROHTAK,BHIWANI,1664,,
HA,HISSAR,HANSI,1663,,
HA,HISSAR,HISSAR,1662,,
PB,BHATINDA,SARDULGARH,1659,,
PB,BHATINDA,RAMAN,1655,,
PB,BHATINDA,MANSA,1652,,
PB,BHATINDA,PHULMANDI,1651,,
PB,FEROZEPUR,FARIDAKOT,1639,,
PB,FEROZEPUR,FAZILKA,1638,,
PB,FEROZEPUR,MALAUT,1637,,
PB,FEROZEPUR,MOGA,1636,,
PB,FEROZEPUR,KOTKAPURA,1635,,
PB,FEROZEPUR,ABOHAR,1634,,
PB,FEROZEPUR,MUKTASAR,1633,,
PB,FEROZEPUR,FEROZEPUR,1632,,
PB,LUDHIANA,SAMRALA,1628,,
PB,LUDHIANA,JAGRAON,1624,,
RJ,JHUNJHUNU,CHIRAWA,1596,,
RJ,JHUNJHUNU,JHUNJHUNU (N) (BISSAU),1595,,
RJ,JHUNJHUNU,UDAIPURWATI,1594,,
RJ,JHUNJHUNU,KHETRI,1593,,
RJ,JHUNJHUNU,JHUNJHUNU (S),1592,,
RJ,NAGAUR,MERTA (W)  (GOTAN),1591,,
RJ,NAGAUR,MERTA (E)  (MERTA-CITY),1590,,
RJ,NAGAUR,PARBATSAR (S),1589,,
RJ,NAGAUR,PARBATSAR (N) (MAKRANA),1588,,
RJ,NAGAUR,DEGANA,1587,,
RJ,NAGAUR,NAWA (KUCHAMANCITY),1586,,
RJ,NAGAUR,NAGAUR (W) (KHINWSAR),1585,,
RJ,NAGAUR,NAGAUR (E) (MUNDWA MARWAR),1584,,
RJ,NAGAUR,JAYAL,1583,,
RJ,NAGAUR,NAGAUR (N),1582,,
RJ,NAGAUR,LADNUN,1581,,
RJ,NAGAUR,DEEDWANA,1580,,
RJ,SIKAR,DANTARAMGARH (W),1577,,
RJ,SIKAR,DANTARAMGARH (E) (SHYAMJI),1576,,
RJ,SIKAR,SRIMADHOPUR,1575,,
RJ,SIKAR,NEEM KA THANA,1574,,
RJ,SIKAR,LAXMANGARH (E),1573,,
RJ,SIKAR,SIKAR,1572,,
RJ,SIKAR,FATEHPUR,1571,,
RJ,SIKAR,LAXMANGARH (W) (NECHWA),1570,,
RJ,CHURU,SUJANGARH (W) (LALGARH),1569,,
RJ,CHURU,SUJANGARH (E),1568,,
RJ,CHURU,RATANGARH,1567,,
RJ,CHURU,SRIDUNGARGARH (S) (SUDSAR),1566,,
RJ,CHURU,SRIDUNGARGARH (N)-DUNGARGH,1565,,
RJ,CHURU,SARDARSHAHAR (S),1564,,
RJ,CHURU,SARDARSHAHAR (N)-JAITSISAR,1563,,
RJ,CHURU,CHURU,1562,,
RJ,CHURU,TARANAGAR,1561,,
RJ,CHURU,SUJANGARH(C) (BIDASAR),1560,,
RJ,CHURU,RAJGARH,1559,,
RJ,SRIGANGANAGAR,NOHAR (E),1555,,
RJ,SRIGANGANAGAR,HANUMANGARH,1552,,
RJ,SRIGANGANAGAR,TIBBI,1539,,
RJ,SRIGANGANAGAR,NOHAR(C) (RAWATSAR),1537,,
RJ,BIKANER,KOLAYAT-IV (DAITRA),1536,,
RJ,BIKANER,KOLAYAT-III (BAJJU),1535,,
RJ,BIKANER,KOLAYAT-II,1534,,
RJ,BIKANER,KOLAYAT-I (GODDO),1533,,
RJ,BIKANER,NOKHA (W) (NATHUSAR),1532,,
RJ,BIKANER,NOKHA (E),1531,,
RJ,BIKANER,LUNKARANSAR-I (KANHOLI),1529,,
RJ,BIKANER,LUNKARANSAR-IV,1528,,
RJ,BIKANER,LUNKARANSAR-III (RAJASARB),1527,,
RJ,BIKANER,LUNKARANSAR-II (MAHAJAN),1526,,
RJ,BIKANER,BIKANER (W) (POOGAL),1523,,
RJ,BIKANER,BIKANER (E) (JAMSAR),1522,,
RJ,BIKANER,BIKANER(C) (JAIMALSAR),1521,,
RJ,BIKANER,BIKANER (N) (CHHATARGARH),1520,,
RJ,SRIGANGANAGAR,SURATGARH (S),1509,,
RJ,SRIGANGANAGAR,SURATGARH (N) (GOLUWALA),1508,,
RJ,SRIGANGANAGAR,RAISINGHNAGAR,1507,,
RJ,SRIGANGANAGAR,ANUPGARH (W) (GHARSANA),1506,,
RJ,SRIGANGANAGAR,PADAMPUR,1505,,
RJ,SRIGANGANAGAR,BHADRA,1504,,
RJ,SRIGANGANAGAR,SADULSHAHAR,1503,,
RJ,SRIGANGANAGAR,NOHAR (W) (JEDASAR),1502,,
RJ,SRIGANGANAGAR,SRIKARANPUR,1501,,
RJ,SRIGANGANAGAR,SANGARIA,1499,,
RJ,SRIGANGANAGAR,ANUPGARH (E),1498,,
RJ,AJMER,KISHANGARH (N) (ROOPANGARH),1497,,
RJ,AJMER,SARWAR,1496,,
RJ,ALWAR,MANDAWAR,1495,,
RJ,ALWAR,BEHROR,1494,,
RJ,ALWAR,TIJARA (N) (BHIWADI),1493,,
RJ,ALWAR,LAXMANGARH (KHERLI),1492,,
RJ,AJMER,NASIRABAD,1491,,
RJ,BHILWARA,MANDALGARH,1489,,
RJ,BHILWARA,KOTRI,1488,,
RJ,BHILWARA,BANERA,1487,,
RJ,BHILWARA,MANDAL,1486,,
RJ,BHILWARA,JAHAZPUR,1485,,
RJ,BHILWARA,SHAHAPURA,1484,,
RJ,BHILWARA,HURDA (GULABPURA),1483,,
RJ,BHILWARA,BHILWARA,1482,,
RJ,BHILWARA,RAIPUR,1481,,
RJ,BHILWARA,ASIND,1480,,
RJ,CHITTORGARH,PRATAPGARH (S) (ARNOD),1479,,
RJ,CHITTORGARH,PRATAPGARH (N),1478,,
RJ,CHITTORGARH,NIMBAHERA,1477,,
RJ,CHITTORGARH,KAPASAN,1476,,
RJ,CHITTORGARH,BEGUN(S) (RAWATBHATA),1475,,
RJ,CHITTORGARH,BEGUN(N),1474,,
RJ,CHITTORGARH,BARISADRI,1473,,
RJ,CHITTORGARH,CHITTORGARH,1472,,
RJ,CHITTORGARH,RASHMI,1471,,
RJ,CHITTORGARH,DUNGLA,1470,,
RJ,ALWAR,TIJARA (S),1469,,
RJ,ALWAR,RAMGARH,1468,,
RJ,AJMER,KEKRI (E),1467,,
RJ,AJMER,KEKRI (W) (BHINAI),1466,,
RJ,ALWAR,THANAGHAZI,1465,,
RJ,ALWAR,RAJGARH,1464,,
RJ,AJMER,KISHANGARH (S),1463,,
RJ,AJMER,BEAWAR,1462,,
RJ,ALWAR,BANSUR,1461,,
RJ,ALWAR,KISHANGARHBAS (KHAIRTHAL),1460,,
RJ,TONK,NEWAI,1438,,
RJ,TONK,MALPURA,1437,,
RJ,TONK,UNIAYARA,1436,,
RJ,TONK,TONK (N) (PIPLOO),1435,,
RJ,TONK,DEOLI,1434,,
RJ,TONK,TODARAISINGH,1433,,
RJ,TONK,TONK (S),1432,,
RJ,JAIPUR,LALSOT,1431,,
RJ,JAIPUR,PHAGI,1430,,
RJ,JAIPUR,BASSI,1429,,
RJ,JAIPUR,DUDU,1428,,
RJ,JAIPUR,DAUSA,1427,,
RJ,JAIPUR,JAMWA-RAMGARH (ACHROL),1426,,
RJ,JAIPUR,PHULERA (W) (SAMBHAR),1425,,
RJ,JAIPUR,PHULERA (E) (RENWAL),1424,,
RJ,JAIPUR,AMBER (CHOMU),1423,,
RJ,JAIPUR,VIRATNAGAR (SHAHPURA),1422,,
RJ,JAIPUR,KOTPUTLI,1421,,
RJ,JAIPUR,BASWA (BANDIKUI),1420,,
UPW,MUZAFFARNAGAR,KAIRANA (SHAMLI),1398,,
UPW,MUZAFFARNAGAR,JANSATH (KHATAULI),1396,,
UPW,MUZAFFARNAGAR,BUDHANA,1392,,
